1,1,1433.7944278132,976.778892698322,114.775972464258,0
1,3,772.592911437801,1397.43965216981,168.077866240435,0
1,4,945.596274755221,656.843375437397,160.319126650598,0
1,5,708.434736023503,452.713878002594,114.989775548039,0
1,7,1497.47721457718,255.737376248449,165.888675502342,0
1,8,1244.91182291753,1164.25743438773,157.427901986223,0
1,9,417.626863130379,483.779785125419,162.536095264719,0
1,10,584.69471334923,1131.57204393825,157.450050380428,0
1,11,749.762973808277,933.43278356808,107.09594449285,0
1,12,384.865291444285,886.30645490065,157.237066597241,0
1,13,1554.76130431862,736.604086599792,154.486408997453,0
1,14,935.826503990978,342.548792860762,159.632484526306,0
1,15,621.492138185239,1613.33397271125,114.684110317429,0
1,17,1539.86846870303,1176.61569358649,113.475557758819,0
1,18,262.234245144868,1168.31288321719,153.036636533083,0
1,19,346.581801108184,176.074111607016,154.834539393039,0
1,21,456.640008589976,1411.13937310711,158.688009662703,0
1,22,670.235858309502,197.758202267621,163.373269923117,0
1,23,1112.35732660541,1454.92196073224,164.340483414856,0
1,26,981.666774592041,1231.100684047,113.641278822461,0
1,27,1415.86798999978,1685.34732879778,113.125635746652,0
1,28,638.929197300083,704.057034173886,159.256813327425,0
1,31,1248.78793072772,783.927350821987,161.179716287484,0
1,33,1000.57415108756,976.147408045278,157.115322797442,0
1,38,1233.41684856546,464.061815717368,156.234832938921,0
1,40,147.172828648738,1406.03141158421,133.437473668499,0
1,44,1422.1074700098,1413.2530631346,182.274410014034,0
2,1,292.903060051062,977.083741294707,113.947900387097,0
2,45,837.315663622661,155.741680006414,108.990168332612,0
2,30,653.467367097077,541.890497175558,163.569253222563,0
2,17,392.583737084133,1177.06725975154,109.752206970556,0
2,7,358.344770154451,252.582811433029,162.616386911133,0
2,46,834.929263023927,792.867662268642,164.193705503523,0
2,13,414.665799527103,740.303790127012,158.435132249978,0
2,32,623.273623093945,1312.8946168486,153.830494338718,0
2,27,272.73765503742,1683.49238676996,111.796302603061,0
2,36,613.773949645871,286.467724665292,108.887941730816,0
2,47,1064.74812745222,654.960596349569,118.961746206472,0
2,48,934.636649655635,392.436710552242,165.949013639941,0
2,49,922.591649776089,1428.54889878815,166.276058910959,0
2,50,883.151167860415,1118.59773041431,166.226695151882,0
2,34,529.169888610422,1620.20608505265,150.445848262756,0
2,42,595.602854584131,1002.39227100639,165.126649671179,0
2,54,786.046023774918,1655.88623907497,106.268123563295,0
2,55,1166.05746642676,1244.76521889868,160.86591784382,1
2,57,1108.12822384182,926.569010319759,153.794924239988,0
2,58,1158.95501143227,249.062873911014,126.749855216548,0
2,44,281.681699549897,1412.28213035652,177.306340105098,0
3,59,148.994243368392,694.793027540543,111.835311729599,0
3,16,899.489738071965,542.17515046279,161.064024753142,0
3,3,772.71885651299,255.030627715418,164.794933180324,0
3,60,194.128373863944,950.243430167135,157.564851130537,0
3,61,1440.40751522774,748.646565262221,107.008065407653,0
3,15,622.653438539901,471.419730288598,111.739577879935,0
3,62,843.517068833275,977.887079722025,159.528719884446,0
3,63,414.750046486373,816.074796059134,108.18913256914,0
3,64,1469.1119169218,1005.45338895126,152.744199202714,0
3,27,1413.29676135212,542.246142911086,109.910772813639,0
3,21,457.264348100548,268.873325316291,156.248881378548,0
3,65,656.46084553767,730.063358934672,157.657611461618,0
3,23,1114.06240479692,314.991843642959,164.859880287969,0
3,29,371.825862745912,557.098078431138,160.6897763608,0
3,67,530.484733480006,1037.28448309136,149.831787873277,2
3,68,1157.3055810802,993.180839882051,150.823711463942,0
3,43,1178.41387422255,679.19574952878,164.396432571295,0
3,44,1424.36941600291,270.45250668718,173.293409997007,0
4,71,795.757456611542,1013.55927432753,105.638665506725,0
4,66,559.921305046854,789.954180606805,159.570332714275,0
4,61,298.783121576244,748.342792299654,106.825213755919,0
4,72,868.99938053042,764.268652615381,157.345993668424,0
4,64,328.070186253845,1005.0920646254,152.874475325624,0
4,32,622.952893604988,173.580629906764,162.162656904818,0
4,27,272.122591200829,542.039285687048,109.975446033137,0
4,51,1097.74570781596,634.663304776457,109.332355245884,0
4,49,924.028326049734,288.114390756437,167.207499991597,0
4,69,588.914134333522,1055.52499128817,114.422746513292,0
4,34,529.045979392221,475.502376998828,155.348008408952,0
4,54,787.439581996083,512.463257168125,103.00347110095,0
4,73,1152.91993149742,887.080985637821,149.734084128907,1
4,74,1006.79649599549,1125.59058022802,138.319508038979,2
4,44,282.930194190946,270.765878950981,168.727077304831,0
